"text","spam"
"Subject: viagra - proven step to start something all over again .  looking for a specific medication ? let us know what you need !  there is an applause superior to that of the multitudes : one ' s own .  winning isn ' t everything , it is the only thing .  war is the continuation of politics by other means .  we are most alive when we ' re in love .",1
"Subject: you want to submit your website to search engines but do not know how to do it ?  submitting your website in search engines may increase  your online sales dramatically .  if you invested time and money into your website , you  simply must submit your website  online otherwise it wiii be invisible virtuaiiy , which means efforts spent in vain .  lf you want  peopie to know about your website and boost your revenues , the oniy way to do  that is to  make your site visible in places  where people search for information , i . e .  submit your  website in multipie search enqines .  submit your website oniine  and watch visitors stream to your e - business .  best regards ,  leopoldowaiton _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: antil co . , ltd . ( bangkok )  antil co . , ltd . ( bangkok )  731 7 th p . m . tower asoke - dindaeng , bangkok , 10320 thailand  tel : + 66 2 6429856 - 7 fax : + 66 26429889  t . a . t . licence no . 11 / 3364 website : www . thaihotel 4 u . com  email : info @ thaihotel 4 u . com , antilbkk @ yahoo . com  dear sir / madam ,  this is the warmest greeting from antil co . , ltd . , one of the major tour companies in thailand . we are dedicated to promote thai ' s biggest industry - tourism .  it is our great pleasure to inform you the grand opening of our hotel reservation web site www . thaihotel 4 u . com . we would like to invite you to visit our web site that contains hundreds of hotels ' information . rarely do we have the opportunity to also inform you such an attractive pricing of all hotel bookings on this web site .  working with other agents around the world has been our powerful support for both our growth and our partners ' for a long time . now we are proudly inviting you to be the partner of www . thaihotel 4 u . com and consider our possible cooperation in group bookings . if you are interested in being our local sales in your area , you are also welcome to contact us at info @ thaihotel 4 u . com for further discussion .  we appreciate your kind attention !  yours sincerely ,  rudet khamchan  managing director",1
"Subject: how will this affect the reporting agency for each account you cancel .  why consolidate into a larger obligation or declare bankruptcy when you can  legally you ' ve avoided the pangs of starvation  for a time , anyhow , so i can leave you with a clear conscience . without more  ado , he turned the indicator of the traveling machine and mounted into the  air , leaving the turk sitting upon the rocks and staring after him in  comical bewilderment  15 .",1
"Subject: [ wm ] ( no subject )  dear our guests ,  explore turkey with astartetours ! !  hotel reservations :  you will find more than 200 hotels all over turkey , which have been carefully selected .  through our reservation system we are able to book more than 1 . 000 hotels arround europe .  tours  hosted programs , sightseeing tours , escorted tours or cruise programs .  we have tours on set dates each year or we can organize special itineraries for the independant traveller or small groups ! !  rent - a - car :  travelling on your own pace in turkey ! we have a range of vehicles on offer to choose from . they may be hired in all major cities .  your car can be made available at the airport or your hotel for collection ! !  visit our web - site ! !  www . astartetours . com  kind regards  astarte tours  p . s . : if you want to unsubscribe , please sent us an e - mail .  this sf . net email is sponsored by : get the new palm tungsten t  handheld . power & color in a compact size !  webmake - talk mailing list  webmake - talk @ lists . sourceforge . net ",1
"Subject: innovative and effective design for you !  adqueen is an institute committed  to brand planning and designing for enterprises , providing end to end ad  services , from plan to design ,  and finally press .  - - - - - - - make  maximal use of your marketing fund !  http : / /  www . adqueen . com  service  items :  innovative and effective concepts  and copy for  logo and vi ;  website design and building ;  poster and drawing ;  package of gifts ;  exhibitions and shows ;  ad designing and printing ;  and etc .  ( adqueen caters for your  needs ! ) ",1
"Subject: home reps wanted - fortune 500 comp hiring  question ?  do you want a different job ?  do you want to be your own boss ?  do you need extra income ?  do you need to start a new life ?  does your current job seem to go nowhere ?  if you answered yes to these questions , then here is your solution .  we are a fortune 500 company looking for motivated individuals who are  looking  to a substantial income working from home .  thousands of individual are currently do this right now .  so if you are looking to be employed at home , with a career that will  provide you vast opportunities and a substantial income , please fill  out our online information request form here now :  http : / / ter . netblah . com : 27000  to miss out on this opportunity , click here  http : / / ter . netblah . com : 27000 / remove . html",1
"Subject: the best possible mortgage  has your mortgage search got you down ?  are you frustrated and confused with all the different terms and quotes ? don ' t  know who is telling you the truth ? we can solve all your problems .  visit our site today and in two minutes you can have us searching thousands of  programs and lenders for you . get the truth , get the facts , get your options  all in one shot . it ' s absolutely free , and you can be done in only two minutes ,  so click right now and put your worries behind you !  [ ryte ^ 3247 ( ^ ( pol : kj ) _ 8 j 7 bjk ]",1
"Subject: all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishinq software from corel , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professional  $ 150 adobe premiere pro 1 . 5  $ 90 corel desiqner 10  $ 90 quickbooks 2004 professional edition  $ 75 adobe pagemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere eiements  $ 125 corel painter lx  $ 80 adobe iilustrator cs  $ 80 adobe lndesign cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 ulead cooi 3 d production studio 1 . 0 . 1  $ 90 alias motion buiider 6 professional  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop elements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincereiy ,  alda ",1
"Subject: 4 for 1 forward stock split - ends monday  have a look at this info i just received for hllf  halal financial services hllf  halal financial services is the first web portal in the united kingdom solely devoted to halal financing methods for muslims and non - muslims globally  the british bankers association estimates that the market for islamic mortgages in the uk stands at around $ 9 . 2 billion  first name  last name  phone  recent news ! 4 for 1 forward stock split ends monday !  effective tuesday june 28 , 2005 . 4 for 1 forward split ! all shares purchased up until close of business on monday june 27 , 2005 will receive the additional shares . get your shares now monday is the last day !  halal financial services  delaware , june 16 , 2005 - - halal financial services ( hllf . pk ) a delaware corporation is pleased to announce the approval by the board of directors of a 4 for 1 forward split of their common shares . this forward split was approved on june 16 th , 2005 by the board . these new shares will be distributed to all shareholders of record as of close of business june 22 nd , 2005 . shareholders of record will receive 3 additional shares of common stock for every 1 share of common stock beneficially owned . on monday june 27 , 2005 halal will be trading under the same symbol and same cusip number .  hello investors ! have a serious look at halal financial services symbol hllf , an online halal financial intermediary ifa ' independent financial advisors , whose primary service is to assist the customers to find and select available halal mortgage options that meet their personal needs inline with their beliefs via their portal , halalmortgages . com .  halal financial services include providing the customers with the necessary information on the available halal mortgage products , identifying the product which best suits the customer ' s criteria and to assist them with the application process . halalmortgages . com has been running successfully for the past 3 years and has already become the leading intermediary ifa in theuk providing halal mortgages .  initially it is forecasted that halalmortgages . com division alone will service in the region of three thousand halal mortgage cases per year generating an average collective mortgage book value of $ 546 million .  our services  being the first website in the united kingdom solely dedicated to halal mortgages , we provide convenient online services and e - finance solutions . our site is easy to use enabling you to gain advantageous knowledge in a quick and convenient manner twenty - four hours a day , seven days a week . our state - of - the - art technology solutions ensure easy accessibility of up - to - date information .  our full - service specialized agents can be contacted through online enquiry , email or by telephone . they are experienced in the islamic finance industry and are kept up to date on the latest terms available for halal mortgages and they are just a phone call or a keystroke away !  halal financial services ( hllf . pk ) a delaware corporation is the world ' s first islamic web portal solely devoted to halal financing methods for muslims and non muslims globally .  massive growth potential  2 million muslims , in the uk  assume halal gets 20 , 000 of them as clients ( 1 % ) then halal has a book value of over $ 1 billion in loans  more importantly a value of $ 219 million on just 20 k customers .  which equates to $ 2 . 40 per share evaluation !  what are halal mortgages ?  simply put - a mortgage that is structured in a manner which does not accrue riba ( interest ) and is designed according to established islamic financing principles such as ijara or musharaka .  recent developments and major upcoming stock driving milestones :  4 for 1 forward stock split  with $ 60 million in business in first five months , company is on track to complete $ 500 million plus in new lending buisness over next twelve months .  each new customer , with an average mortgage of $ 256 , 000 , represents approximately  $ 11 , 000 a year in profit for the lender .  closer working relationship with hsbc amanah u . k .  services to expand in the future to cover halal financing , halal insurance , halal investments . etc .  acquisition halal mortgages . com  halal financial services inc ceo tariq mahmood comments : the directors have agreed to split this stock to enhance shareholder value . we look forward to advising our shareholders of exciting new developments in the near future .  a hidden gem ? ?  do your own research ! and you may see  that this company is still  under the radar of wall street .  read full report  stock profile alert  for june 26 , 2005  halal financial services ( otcbb : hllf . pk )  existing and emerging financial institutions have been busy developing halal financial products to service the growing demand by a much aware uk muslim population a population which is increasingly affluent , financially astute and at the same time looking to conform their economic life in accordance with the principles of their faith .  as the principle of halal financial services is to facilitate a non - interest based transaction along with ethical investment criteria , this also allows non - muslims who believe in this system to use halal financial services as well .  initially it is forecasted that halalmortgages . com division alone will service in the region of three thousand halal mortgage cases per year generating an average collective mortgage book value of $ 546 million .  within a year of launch , halalmortgages . com aim to be the principal intermediary distributor of halal mortgages in the united kingdom . furthermore , through sister portals such as halalmortgages . com and others , the company intends to offer a host of other halal financial products as they become available , thereby ensuring a diversified product mix .  halal financial services  company alert  company : halal financial services ticker symbol : hllf  current price range : . 45 - . 50 ( post split pricing )  exchange : otc  industry rating : strong  momentum is building ! !  effective june 28 :  authorized : 125 , 000 , 000  managment shares outstanding : 60 , 000 , 000 .  float : 40 , 560 , 000  total outstanding :  100 , 560 , 000  corporation websites :  http : / / www . . com  http : / / www . halalmortgages . com  read full report  timing is everything ! ! hllf . pk  investors may learn much more about halal financial services by going to its website .  corporation web site - http : / / www . . com or http : / / www . halalmortgages . com  to join market movers mailings press here to find out more .  safe harbor statement  the information contained in this publication is for informational purposes only , and not to be construed as an offer to sell or solicitation of an offer to buy any security . investing in penny stocks should be considered as extremely speculative and risky as it may result in a loss of all or some of your investment . the investor news journal ( inj ) is not a registered investment advisor or broker dealer . inj received compensation for this newsletter service for halal financial services . the compensation is $ 80 , 000 from a non - affiliated third party , cortraunt holdings inc . because inj is receiving compensation for its services , there is an inherent conflict of interest in the statements and opinions and such statements and opinions cannot be considered independent . inj makes no representation or warranty relating to the validity of the facts presented nor does the publisher represent a warrant that all material facts are necessary to make an investment decision presented above . factual statements contained in this publication are made as of the date stated and they are subject to change without notice . this release may contain statements that constitute forward - looking statements within the meaning of sec . 27 a of the securities act of 1933 , as amended , and sec . 21 e of the securities exchange act of 1934 , as amended . the words may , would , will , expect , estimate , anticipate , believe , intend , and similar expressions and variations thereof are intended to identify forward - looking statements .  media matrix 7025 county rd . 46 a dte 1071 # 349 lake mary , fl 32746 this e - mail message is an advertisement and / or solicitation . ",1
"Subject: i need your help  dear sir ,  in view of my difficulties and problems in this country , i ' m so pleased  to  have found someone like you in whom i can confide or at least talk to .  my  name is stella johnson , a freetown , sierra leone . i am here in senegal  as a  refugee . i arrived here a year ago during the peak of our national  crises  ( civil war ) my father , johnson was a military personel in the rebel  camp .  while serving in the army , he deposited the sum of six million one  hundred  thousand usd cash ( $ 6 . 1 million us dollars cash ) to my mother for my  life  inheritance . in a finance and security company here in dakar senegal .  he ( my father ) drowned in a river while attempting to cross during a  battle  with the government troops . i ' m using this opportunity pleading for you  to  help me retrieve this money and transfer it into your account pending  when i  will come over to your country for investment . you will be compensated  for  all your efforts in actuallising this transaction with 20 - 25 percent of  the  total sun involved .  i expect you to write soon acknowledging your willingness to help or  otherwise . thanks .  yours sincerely ,  stella johnson",1
"Subject: free original star wars cards adv :  own a unique , one - of - a - kind piece of star - wars history !  exclusively licensed fromlucas film ltd .  this innovative new collectible is the first to display an authentic one of kind 70 mm film frame from  the star wars / empire strikes back movie  containing a one of a kind 70 mm frame in a 7 - 1 / 2 "" x 2 - 3 / 4 "" diamond cut , acrylic ,  mint collector ' s case .  fact : no two frames are alike  each film frame is a unique original and will never be reproduced .  each fully licensed original film frame is sealed and individually serial numbered with identification codes  tamper proof holographic seals to prevent fraudulent duplication .  # 50049 lightsaber duel special edition :  features the fantastic lightsaber duel between luke skywalker and darth vader .  this special edition # 50049 lightsaber duel was only available with the willitts premium package # 50707 ,  which sold in retail shops for $ 125 . 00 .  special , internet offer !  order now and receive the above rare special edition # 50049 lightsaber duel  for this special internet price of only $ 19 . 95 !  special bonus with your order , you will receive  10 original 1980 topps star wars / empire strikes back collector cards  absultely free !  these are original 1980 topps star wars / empire strikes back collector cards  from 22 years ago ! not reprints !  hurry ! please , respond now before our limited supplies are exhausted ! !  your film cell image may differ from the above sample .  click here !  you have received this email as an opted - in subscriber , if this is not the case , please click on the following link  to be permanently removed from our database .  please take me off this list  866 - 667 - 5399 nouce 16822 22 nd avenue northsaint petersburg , fl 33710 - 3918 ",1
"Subject: massage from bernard  from : bernard louis mcarthy esq . ,  trend services ltd .  direct private phone : + 44 7040115431  dear ,  compliments , and do please accept my highest regards and esteem . this  proposal might come to you as a surprise due to the urgent need of a  reliable foreigner , i therefore deem it necessary to contact you . i am  bernard louis mcarthy , a solicitor at law and the personal attorney to late  mr . martin chey a thai nationale residing in johannesburg south africa ,  hereinafter shall be refered to as my client . on the 22 nd of dec . 2004 , my  client , his wife and all their three  children travelled to thailand for the christmas holiday . unfortunately , my  client mr . chey and all his family died in the most terrible and highly  horrible indian ocean ' s tidal wave disaster ( asian tsunami ) of the dec . 26 th  2004 .  ever since this tragic and traumatic events , i have made frantic efforts to  establish contacts with his relatives , but could not succeed . due to the  fact that considering the nature of my clients business dealings , he never  presented any name on documentation as his possible next of  kin . i am therefore with all sense of humility decided to make contact with  you in order to assist in claiming and retrieving the money left behind by  my client before the credit house know of his demise and probably get the  funds confiscated or even decleared it unserviceable by the finance and  credit institution where these funds were deposited . i solicit your urgent  assistance and co - operation as a foreigner for easy passage of the funds to  your designated bank account .  mr . chey was a successful businessman and was involved in cash transactions  due to the nature of his business . he was engaged in buying of raw gold and  diamond from his suppliers in the mineral - rich equatorial belt of central  and southern african countries , after which he sends the consignments to  bangkok in thailand for processing and onward shipments to dubia and  saudi arabia .  the amount of money kept in the custody of the finance and credit house is  $ 45 million dollars only . since i have been unable to locate his relatives  after all my frantic efforts , i am therefore compelled by this circumstances  to seek your consent to present you sir , with my position as his legal  advicer as his next of kin or business associate of the deceased so as to  enable you receive and collect the above funds . all other further  informations to that effect at my disposal will be made available to you  upon your consent and the acceptance of the project .  the funds when retrieved and successfully secured will be shared thus :  myself , the attorney 40 % , yourself the presented next of kin 30 % , while 20 %  will go to charity and possibly the tsunami victims through you , in line  with my clients belief and support for charity as a great philantropist  during his life time , the balance of 10 % will be for contingency expenses to  be incured during the process by both parties . i assure you the fullest and  absolute co - operation and a hitch free operation in this regards . i equally  guarranttee you total protection against any breach of the law in line with  my legal profession . you are very free to ask qestions you deem necessary  for further clarifications , and please endeavour to always keep secret all  informations concering this transaction . your most urgent response will be  highly appreciated through my email : ( bernardmcarthy @ myway . com ) in order to  avoid my making further contacts .  regards ,  bernard louis mcarthy , esq .",1
